행사명,장소,행사내용,행사시작일자,행사종료일자,행사시작시각,행사종료시각,요금정보,주관기관명,주최기관명,전화번호,후원기관명,객석수,관람요금,입장연령,할인정보,유의사항,홈페이지주소,예매정보,주차장보유여부,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
국립발레단 해설이 있는 전막발레 <돈키호테>,연천수레울아트홀 대공연장,뮤지컬,2023-03-11,2023-03-11,16:00,17:10,유료,연천수레울아트홀+국립발레단,한국문화예술회관연합회,031-834-3770,문화체육관광부+한국문화예술위원회,550,1층30000원+2층20000원,초등학생 이상,만 65세 이상 경로자ㆍ군장병 및 의무경찰ㆍ명품회원ㆍ10이상 30인 미만단체 10퍼센트 할인+30인 이상 단체 20퍼센트 할인+명품회원ㆍ문화패스 및 대학생ㆍ예술인패스 소지자 30퍼센트 할인+국가유공자ㆍ장애인 50퍼센트 할인,공연장 내 사진 및 동영상 촬영 금지+할인 티켓 수령 시 증명서 지참,http://sureul.co.kr/,http://sureul.co.kr/,Y,경기도 연천군 연천읍 문화로 150,경기도 연천군 연천읍 옥산리 320,38.10712455,127.0797463,2023-12-04,4140000,경기도 연천군
김태영 서각 개인전,연천수레울아트홀 1 전시관,전시회,2023-03-02,2023-03-15,09:00,18:00,무료,연천수레울아트홀,연천수레울아트홀,031-834-3770,연천수레울아트홀,,,전체관람가,,,http://sureul.co.kr/,http://sureul.co.kr/,Y,경기도 연천군 연천읍 문화로 150,경기도 연천군 연천읍 옥산리 320,38.10712455,127.0797463,2023-12-04,4140000,경기도 연천군
행복한 여정,연천수레울아트홀 2 전시관,전시회,2023-03-02,2023-03-15,09:00,18:00,무료,연천수레울아트홀,연천수레울아트홀,031-834-3770,연천수레울아트홀,,,전체관람가,,,http://sureul.co.kr/,http://sureul.co.kr/,Y,경기도 연천군 연천읍 문화로 150,경기도 연천군 연천읍 옥산리 320,38.10712455,127.0797463,2023-12-04,4140000,경기도 연천군
윤중덕 개인전 꽃이 피고 별이 되다,연천수레울아트홀 1층 로비 전시관,전시회,2023-02-02,2023-02-28,09:00,18:00,무료,연천수레울아트홀,연천수레울아트홀,031-834-3770,연천수레울아트홀,,,전체관람가,,,http://sureul.co.kr/,http://sureul.co.kr/,Y,경기도 연천군 연천읍 문화로 150,경기도 연천군 연천읍 옥산리 320,38.10712455,127.0797463,2023-12-04,4140000,경기도 연천군
2023 새해 신년 덕담전,연천수레울아트홀 1층 로비 전시관,전시회,2023-01-03,2023-01-31,09:00,18:00,무료,예술인협의체,예술인협의체,031-834-3770,연천수레울아트홀,,,전체관람가,,,http://sureul.co.kr/,http://sureul.co.kr/,Y,경기도 연천군 연천읍 문화로 150,경기도 연천군 연천읍 옥산리 320,38.10712455,127.0797463,2023-12-04,4140000,경기도 연천군
2023년 연천수레울아트홀 연천군 학생 전시회,연천수레울아트홀 1층 로비 전시관,전시회,2023-01-02,2023-01-31,09:00,18:00,무료,연천수레울아트홀,연천수레울아트홀,031-834-3770,연천수레울아트홀,,,전체관람가,,,http://sureul.co.kr/,http://sureul.co.kr/,Y,경기도 연천군 연천읍 문화로 150,경기도 연천군 연천읍 옥산리 320,38.10712455,127.0797463,2023-12-04,4140000,경기도 연천군
함께 그리는 연천,연강갤러리,전시회,2022-12-01,2023-03-30,09:00,17:00,무료,연천미술협회,경기도 연천군,031-839-2066,,,무료,전체관람가,,,,,Y,경기도 연천군 중면 군중로 885,경기도 연천군 중면 횡산리 243,38.1178826611,126.9871143985,2023-12-04,4140000,경기도 연천군
2023 찾아가는문화나눔공연,주상희랑체육공원,국악,2023-04-28,2023-04-28,12:30,13:35,무료,(재)거창문화재단,소리타래,055-940-8460,경상남도 거창군청,200,,전 연령,,,,,Y,,경상남도 거창군 주상면 도평리 1232-1,35.74456063,127.9150126,2023-11-30,5470000,경상남도 거창군
2023 찾아가는문화나눔공연,거창 한솔 주간보호센터,밸리댄스,2023-04-29,2023-04-29,13:00,15:00,무료,(재)거창문화재단,수수밸리댄스,055-940-8460,경상남도 거창군청,60,,전 연령,,,,,Y,경상남도 거창군 거창읍 소만4길 7,경상남도 거창군 거창읍 대동리 993-3,35.69341766,127.922624,2023-11-30,5470000,경상남도 거창군
2023 찾아가는문화나눔공연,북부안심재활노인주간보호센터,국악,2023-05-08,2023-05-08,14:30,15:30,무료,(재)거창문화재단,전통예술공연단,055-940-8460,경상남도 거창군청,75,,전 연령,,,,,Y,경상남도 거창군 주상면 외장포길 92,경상남도 거창군 주상면 거기리 824-5,35.753455,127.942916,2023-11-30,5470000,경상남도 거창군
내가 green 그림,거창문화센터,초록색 (Green) 이라는 키워드로 색이 주는 안정감과 긍정적인 감정을 느끼며 전 연령대가 공감하는 미술감성 전시 및 체험활동,2023-03-21,2023-04-13,10:00,18:00,무료,(재)거창문화재단,(재)거창문화재단,055-940-8460,국립현대미술관 나눔미술은행+경상남도 거창군청,700,,전 연령,,,http://www.gccf.or.kr/,,Y,경상남도 거창군 거창읍 수남로 2181,경상남도 거창군 거창읍 김천리 216-5,35.67430045,127.9103127,2023-11-30,5470000,경상남도 거창군
중견원로작가 20인 초대전,거창문화센터,중견원로작가 20인 초대전을 통해 군민들에게 문화향유기회를 제공,2023-04-18,2023-05-17,10:00,18:00,무료,(재)거창문화재단,(재)거창문화재단,055-940-8460,(재)거창문화재단,700,,전 연령,,,http://www.gccf.or.kr/,,Y,경상남도 거창군 거창읍 수남로 2181,경상남도 거창군 거창읍 김천리 216-5,35.67430045,127.9103127,2023-11-30,5470000,경상남도 거창군
저스트절크 Lets Get Together,봉산문화회관 가온홀,무용,2022-03-25,2022-03-26,18:00,19:40,유료,봉산문화회관+로아컴퍼니,봉산문화회관+로아컴퍼니,,,,,,,,bongsanart.jung.daegu.kr,,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2023-07-28,3410000,대구광역시 중구
우수공연시리즈I-연극 사랑해요 당신,봉산문화회관 가온홀,연극,2022-04-13,2022-04-16,19:30,21:10,유료,한국문화예술회관연합회+봉산문화회관,봉산문화회관㈜컬처마인,,,,,,,,bongsanart.jung.daegu.kr,,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2023-07-28,3410000,대구광역시 중구
김현태의 춤 길,봉산문화회관 가온홀,무용,2022-04-23,2022-04-23,19:00,20:00,유료,정길무용단,정길무용단,,,,,,,,bongsanart.jung.daegu.kr,,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2023-07-28,3410000,대구광역시 중구
음악무용극 불켜는 아이,봉산문화회관 가온홀,무용,2022-05-19,2022-05-22,14:00,15:00,유료,한국문화예술회관연합회+봉산문화회관+노원문화재단+울산북구문화예술회관+춘천인형극제+극단즐거운사람들,한국문화예술위원회+봉산문화회관,,,,,,,,bongsanart.jung.daegu.kr,,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2023-07-28,3410000,대구광역시 중구
소소스테이지I - 퍼플엘리 of 비아트리오,봉산문화회관 스페이스라온,클래식,2022-05-27,2022-05-28,17:00,18:00,무료,봉산문화회관,봉산문화회관,,,,,,,,bongsanart.jung.daegu.kr,,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2023-07-28,3410000,대구광역시 중구
뮤지컬열차는 밀라노를 막 지나쳤다,봉산문화회관 스페이스라온,뮤지컬,2022-09-16,2022-09-16,20:00,21:15,유료,콘텐츠 원,콘텐츠 원,,,,,,,,bongsanart.jung.daegu.kr,,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2023-07-28,3410000,대구광역시 중구
뮤지컬열차는 밀라노를 막 지나쳤다,봉산문화회관 스페이스라온,뮤지컬,2022-09-17,2022-09-17,15:00,16:15,유료,콘텐츠 원,콘텐츠 원,,,,,,,,bongsanart.jung.daegu.kr,,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2023-07-28,3410000,대구광역시 중구
뮤지컬열차는 밀라노를 막 지나쳤다,봉산문화회관 스페이스라온,뮤지컬,2022-09-18,2022-09-18,18:30,19:45,유료,콘텐츠 원,콘텐츠 원,,,,,,,,bongsanart.jung.daegu.kr,,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2023-07-28,3410000,대구광역시 중구
김단희 서도소리 독창회+단희歌,봉산문화회관 스페이스라온,국악,2022-10-06,2022-10-06,19:30,20:30,유료,김단희,김단희,,,,,,,,bongsanart.jung.daegu.kr,,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2023-07-28,3410000,대구광역시 중구
자연을 사랑한 화가밀레로 만나는 소리공감,봉산문화회관 스페이스라온,복합,2022-11-24,2022-11-24,19:30,20:30,무료,공감팩토리,공감팩토리,,,,,,,,bongsanart.jung.daegu.kr,,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2023-07-28,3410000,대구광역시 중구
여밈무용단 제2회 정기공연<신동옥X송현아홀춤전>,봉산문화회관 스페이스라온,무용,2022-11-11,2022-11-11,19:30,20:50,유료,여밈무용단,여밈무용단,,,,,,,,bongsanart.jung.daegu.kr,,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2023-07-28,3410000,대구광역시 중구
블랙스트링 콘서트,봉산문화회관 스페이스라온,국악,2022-12-10,2022-12-10,17:00,18:10,유료,블랙스트링,블랙스트링,,,,,,,,bongsanart.jung.daegu.kr,,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2023-07-28,3410000,대구광역시 중구
팝업 스테이지3+ 나릿展,봉산문화회관 2층 야외공연장,국악,2023-07-12,2023-07-12,18:00,19:00,무료,봉산문화회관,봉산문화회관,,,,,,,,bongsanart.jung.daegu.kr,,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2023-07-28,3410000,대구광역시 중구
소소스테이지4+홍기쁨의 Salon de Tango,봉산문화회관 스페이스라온,재즈,2023-07-29,2023-07-29,17:00,18:00,무료,봉산문화회관,봉산문화회관,,,,,,,,bongsanart.jung.daegu.kr,,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2023-07-28,3410000,대구광역시 중구
봉포유 무브스테이지 1+ 김용걸의 르 발레,봉산문화회관 가온홀,무용,2023-08-05,2023-08-05,19:00,20:10,유료,봉산문화회관,봉산문화회관,,,,,,,,bongsanart.jung.daegu.kr,,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2023-07-28,3410000,대구광역시 중구
민우혁X민경아 뮤지컬 갈라 콘서트 La Premier,봉산문화회관 가온홀,뮤지컬,2023-08-11,2023-08-11,19:30,21:00,유료,봉산문화회관,봉산문화회관,,,,,,,,bongsanart.jung.daegu.kr,,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2023-07-28,3410000,대구광역시 중구
뮤지컬YOU&IT,봉산문화회관 가온홀,뮤지컬,2023-08-26,2023-08-27,15:00,20:40,유료,EG뮤지컬컴퍼니,EG뮤지컬컴퍼니,,,,,,,,bongsanart.jung.daegu.kr,,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2023-07-28,3410000,대구광역시 중구
한산,소공연장,영화,2022-09-06,2022-09-07,15:00,21:00,유료,문경 문화예술회관,문경 문화예술회관,054-550-8395,,313,2000,,,음식물 및 음료 반입 금지,www.gbmg.go.kr,ticket.gbmg.go.kr,Y,경상북도 문경시 신흥로 103,경상북도 문경시 점촌동 118-1,36.59128004,128.198086,2023-12-04,5120000,경상북도 문경시
프리소울,야외공연장,음악,2022-09-29,2022-09-29,19:30,20:30,무료,문경 문화예술회관,문경 문화예술회관,054-550-8395,,,,,,음식물 및 음료 반입 금지,www.gbmg.go.kr,ticket.gbmg.go.kr,Y,경상북도 문경시 신흥로 103,경상북도 문경시 점촌동 118-1,36.59128004,128.198086,2023-12-04,5120000,경상북도 문경시
살롱콘서트<라비앙로즈>,대공연장,다원,2022-10-14,2022-10-14,19:30,20:30,유료,문경 문화예술회관,문경 문화예술회관,054-550-8395,,804,3000,,,음식물 및 음료 반입 금지,www.gbmg.go.kr,ticket.gbmg.go.kr,Y,경상북도 문경시 신흥로 103,경상북도 문경시 점촌동 118-1,36.59128004,128.198086,2023-12-04,5120000,경상북도 문경시
헌트,소공연장,영화,2022-10-15,2022-10-16,15:00,21:00,유료,문경 문화예술회관,문경 문화예술회관,054-550-8395,,313,2000,,,음식물 및 음료 반입 금지,www.gbmg.go.kr,ticket.gbmg.go.kr,Y,경상북도 문경시 신흥로 103,경상북도 문경시 점촌동 118-1,36.59128004,128.198086,2023-12-04,5120000,경상북도 문경시
친정엄마와 2박3일,대공연장,연극,2022-10-21,2022-10-22,19:30,20:30,유료,문경 문화예술회관,문경 문화예술회관,054-550-8395,,804,3000,,,음식물 및 음료 반입 금지,www.gbmg.go.kr,ticket.gbmg.go.kr,Y,경상북도 문경시 신흥로 103,경상북도 문경시 점촌동 118-1,36.59128004,128.198086,2023-12-04,5120000,경상북도 문경시
육사오,소공연장,영화,2022-10-29,2022-10-30,15:00,21:00,유료,문경 문화예술회관,문경 문화예술회관,054-550-8395,,313,2000,,,음식물 및 음료 반입 금지,www.gbmg.go.kr,ticket.gbmg.go.kr,Y,경상북도 문경시 신흥로 103,경상북도 문경시 점촌동 118-1,36.59128004,128.198086,2023-12-04,5120000,경상북도 문경시
불숨,소공연장,영화,2022-10-31,2022-10-31,15:00,21:00,유료,문경 문화예술회관,문경 문화예술회관,054-550-8395,,313,2000,,,음식물 및 음료 반입 금지,www.gbmg.go.kr,ticket.gbmg.go.kr,Y,경상북도 문경시 신흥로 103,경상북도 문경시 점촌동 118-1,36.59128004,128.198086,2023-12-04,5120000,경상북도 문경시
동서고금,대공연장,음악,2022-10-28,2022-10-28,19:30,20:30,유료,문경 문화예술회관,문경 문화예술회관,054-550-8395,,804,3000,,,음식물 및 음료 반입 금지,www.gbmg.go.kr,ticket.gbmg.go.kr,Y,경상북도 문경시 신흥로 103,경상북도 문경시 점촌동 118-1,36.59128004,128.198086,2023-12-04,5120000,경상북도 문경시
엘리트발레<음악더하기 발레>,대공연장,무용,2022-11-10,2022-11-10,19:30,20:30,유료,문경 문화예술회관,문경 문화예술회관,054-550-8395,,804,3000,,,음식물 및 음료 반입 금지,www.gbmg.go.kr,ticket.gbmg.go.kr,Y,경상북도 문경시 신흥로 103,경상북도 문경시 점촌동 118-1,36.59128004,128.198086,2023-12-04,5120000,경상북도 문경시
공조2,소공연장,영화,2022-11-11,2022-11-12,19:30,21:30,유료,문경 문화예술회관,문경 문화예술회관,054-550-8395,,313,2000,,,음식물 및 음료 반입 금지,www.gbmg.go.kr,ticket.gbmg.go.kr,Y,경상북도 문경시 신흥로 103,경상북도 문경시 점촌동 118-1,36.59128004,128.198086,2023-12-04,5120000,경상북도 문경시
경성연가 홍도야 우지마라,대공연장,연극,2022-11-18,2022-11-19,19:30,20:30,유료,문경 문화예술회관,문경 문화예술회관,054-550-8395,,804,3000,,,음식물 및 음료 반입 금지,www.gbmg.go.kr,ticket.gbmg.go.kr,Y,경상북도 문경시 신흥로 103,경상북도 문경시 점촌동 118-1,36.59128004,128.198086,2023-12-04,5120000,경상북도 문경시
